2018-12-15 00:09:57,336 | INFO     | image_to_pdf.py-FileConversion-0038 | conversion of image to pdf starting 
2018-12-15 13:00:26,104 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables26.doc to pdf starting
2018-12-15 13:00:37,795 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 29.docx to pdf starting
2018-12-15 13:00:37,795 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables29.docx to pdf starting
2018-12-15 13:00:50,057 | INFO     | csvgenerator.py-mainPDF-0410 | Starting the appication
2018-12-15 13:01:50,921 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 26.doc to pdf starting
2018-12-15 13:01:50,921 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables26.doc to pdf starting
2018-12-15 13:02:03,466 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 29.docx to pdf starting
2018-12-15 13:02:03,466 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables29.docx to pdf starting
2018-12-15 13:02:18,041 | INFO     | csvgenerator.py-mainPDF-0410 | Starting the appication
2018-12-15 13:02:18,057 | INFO     | csvgenerator.py-documentType-0351 | Get the document type
2018-12-15 13:02:18,057 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:02:47,217 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 26.doc to pdf starting
2018-12-15 13:02:47,217 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables26.doc to pdf starting
2018-12-15 13:03:01,251 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 29.docx to pdf starting
2018-12-15 13:03:01,251 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables29.docx to pdf starting
2018-12-15 13:03:13,319 | INFO     | csvgenerator.py-mainPDF-0410 | Starting the appication
2018-12-15 13:03:13,334 | INFO     | csvgenerator.py-documentType-0351 | Get the document type
2018-12-15 13:03:13,334 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:03:13,338 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:03:13,342 | INFO     | csvgenerator.py-convertPDFToText-0304 | Converting PDF to text
2018-12-15 13:03:13,351 | INFO     | csvgenerator.py-convertPDFToImage-0295 | Converting PDF to image
2018-12-15 13:03:13,510 | INFO     | csvgenerator.py-imagePreProcess-0266 | Pre-process the image
2018-12-15 13:03:13,536 | INFO     | csvgenerator.py-imageContoursProcessing-0196 | Processing the image contours
2018-12-15 13:03:13,538 | INFO     | csvgenerator.py-extractTableCoordinates_Grid-0170 | Extracting table coordinates
2018-12-15 13:03:13,539 | INFO     | csvgenerator.py-convertToCV-0061 | Applying camelot to save pdf to csv format
2018-12-15 13:23:40,846 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 26.doc to pdf starting
2018-12-15 13:23:40,846 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables26.doc to pdf starting
2018-12-15 13:23:52,368 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 29.docx to pdf starting
2018-12-15 13:23:52,368 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables29.docx to pdf starting
2018-12-15 13:24:04,478 | INFO     | csvgenerator.py-mainPDF-0410 | Starting the appication
2018-12-15 13:24:04,493 | INFO     | csvgenerator.py-documentType-0351 | Get the document type
2018-12-15 13:24:04,494 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:24:04,498 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:24:04,501 | INFO     | csvgenerator.py-convertPDFToText-0304 | Converting PDF to text
2018-12-15 13:24:04,511 | INFO     | csvgenerator.py-convertPDFToImage-0295 | Converting PDF to image
2018-12-15 13:24:04,675 | INFO     | csvgenerator.py-imagePreProcess-0266 | Pre-process the image
2018-12-15 13:24:04,699 | INFO     | csvgenerator.py-imageContoursProcessing-0196 | Processing the image contours
2018-12-15 13:24:04,699 | INFO     | csvgenerator.py-extractTableCoordinates_Grid-0170 | Extracting table coordinates
2018-12-15 13:24:04,700 | INFO     | csvgenerator.py-convertToCV-0061 | Applying camelot to save pdf to csv format
2018-12-15 13:25:21,543 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 26.doc to pdf starting
2018-12-15 13:25:21,544 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables26.doc to pdf starting
2018-12-15 13:25:34,023 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 29.docx to pdf starting
2018-12-15 13:25:34,024 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables29.docx to pdf starting
2018-12-15 13:25:46,092 | INFO     | csvgenerator.py-mainPDF-0410 | Starting the appication
2018-12-15 13:25:46,108 | INFO     | csvgenerator.py-documentType-0351 | Get the document type
2018-12-15 13:25:46,108 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:25:46,113 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:25:46,116 | INFO     | csvgenerator.py-convertPDFToText-0304 | Converting PDF to text
2018-12-15 13:25:46,126 | INFO     | csvgenerator.py-convertPDFToImage-0295 | Converting PDF to image
2018-12-15 13:25:46,286 | INFO     | csvgenerator.py-imagePreProcess-0266 | Pre-process the image
2018-12-15 13:25:46,315 | INFO     | csvgenerator.py-imageContoursProcessing-0196 | Processing the image contours
2018-12-15 13:25:46,316 | INFO     | csvgenerator.py-extractTableCoordinates_Grid-0170 | Extracting table coordinates
2018-12-15 13:25:46,317 | INFO     | csvgenerator.py-convertToCV-0061 | Applying camelot to save pdf to csv format
2018-12-15 13:26:55,288 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 26.doc to pdf starting
2018-12-15 13:26:55,288 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables26.doc to pdf starting
2018-12-15 13:27:06,887 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 29.docx to pdf starting
2018-12-15 13:27:06,887 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables29.docx to pdf starting
2018-12-15 13:27:24,902 | INFO     | csvgenerator.py-mainPDF-0410 | Starting the appication
2018-12-15 13:27:28,948 | INFO     | csvgenerator.py-documentType-0351 | Get the document type
2018-12-15 13:29:41,328 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:29:55,282 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:30:57,695 | INFO     | csvgenerator.py-convertPDFToText-0304 | Converting PDF to text
2018-12-15 13:30:57,742 | INFO     | csvgenerator.py-convertPDFToImage-0295 | Converting PDF to image
2018-12-15 13:30:57,933 | INFO     | csvgenerator.py-imagePreProcess-0266 | Pre-process the image
2018-12-15 13:30:57,955 | INFO     | csvgenerator.py-imageContoursProcessing-0196 | Processing the image contours
2018-12-15 13:30:57,956 | INFO     | csvgenerator.py-extractTableCoordinates_Grid-0170 | Extracting table coordinates
2018-12-15 13:30:59,794 | INFO     | csvgenerator.py-convertToCV-0061 | Applying camelot to save pdf to csv format
2018-12-15 13:31:39,868 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 26.doc to pdf starting
2018-12-15 13:31:39,869 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables26.doc to pdf starting
2018-12-15 13:31:51,736 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 29.docx to pdf starting
2018-12-15 13:31:51,737 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables29.docx to pdf starting
2018-12-15 13:32:07,905 | INFO     | csvgenerator.py-mainPDF-0410 | Starting the appication
2018-12-15 13:32:07,964 | INFO     | csvgenerator.py-documentType-0351 | Get the document type
2018-12-15 13:32:07,964 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:32:07,976 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:32:07,987 | INFO     | csvgenerator.py-convertPDFToText-0304 | Converting PDF to text
2018-12-15 13:32:08,031 | INFO     | csvgenerator.py-convertPDFToImage-0295 | Converting PDF to image
2018-12-15 13:32:08,221 | INFO     | csvgenerator.py-imagePreProcess-0266 | Pre-process the image
2018-12-15 13:32:08,242 | INFO     | csvgenerator.py-imageContoursProcessing-0196 | Processing the image contours
2018-12-15 13:32:08,243 | INFO     | csvgenerator.py-extractTableCoordinates_Grid-0170 | Extracting table coordinates
2018-12-15 13:32:18,275 | INFO     | csvgenerator.py-convertToCV-0061 | Applying camelot to save pdf to csv format
2018-12-15 13:32:49,349 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 26.doc to pdf starting
2018-12-15 13:32:49,349 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables26.doc to pdf starting
2018-12-15 13:33:01,206 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 29.docx to pdf starting
2018-12-15 13:33:01,206 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables29.docx to pdf starting
2018-12-15 13:33:19,204 | INFO     | csvgenerator.py-mainPDF-0410 | Starting the appication
2018-12-15 13:33:19,280 | INFO     | csvgenerator.py-documentType-0351 | Get the document type
2018-12-15 13:33:19,281 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:33:19,293 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:33:19,304 | INFO     | csvgenerator.py-convertPDFToText-0304 | Converting PDF to text
2018-12-15 13:33:19,341 | INFO     | csvgenerator.py-convertPDFToImage-0295 | Converting PDF to image
2018-12-15 13:33:19,532 | INFO     | csvgenerator.py-imagePreProcess-0266 | Pre-process the image
2018-12-15 13:33:19,552 | INFO     | csvgenerator.py-imageContoursProcessing-0196 | Processing the image contours
2018-12-15 13:33:19,553 | INFO     | csvgenerator.py-extractTableCoordinates_Grid-0170 | Extracting table coordinates
2018-12-15 13:33:20,910 | INFO     | csvgenerator.py-convertToCV-0061 | Applying camelot to save pdf to csv format
2018-12-15 13:34:34,240 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 26.doc to pdf starting
2018-12-15 13:34:34,241 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables26.doc to pdf starting
2018-12-15 13:34:48,604 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 29.docx to pdf starting
2018-12-15 13:34:48,605 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables29.docx to pdf starting
2018-12-15 13:35:05,154 | INFO     | csvgenerator.py-mainPDF-0410 | Starting the appication
2018-12-15 13:35:05,223 | INFO     | csvgenerator.py-documentType-0351 | Get the document type
2018-12-15 13:35:05,223 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:35:05,236 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:35:05,246 | INFO     | csvgenerator.py-convertPDFToText-0304 | Converting PDF to text
2018-12-15 13:35:05,285 | INFO     | csvgenerator.py-convertPDFToImage-0295 | Converting PDF to image
2018-12-15 13:35:05,480 | INFO     | csvgenerator.py-imagePreProcess-0266 | Pre-process the image
2018-12-15 13:35:05,502 | INFO     | csvgenerator.py-imageContoursProcessing-0196 | Processing the image contours
2018-12-15 13:35:05,503 | INFO     | csvgenerator.py-extractTableCoordinates_Grid-0170 | Extracting table coordinates
2018-12-15 13:35:07,015 | INFO     | csvgenerator.py-convertToCV-0061 | Applying camelot to save pdf to csv format
2018-12-15 13:35:08,316 | INFO     | csvgenerator.py-findIndex-0042 | Mapping the image points and pdf points
2018-12-15 13:35:08,831 | INFO     | csvgenerator.py-findIndex-0042 | Mapping the image points and pdf points
2018-12-15 13:35:45,025 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 26.doc to pdf starting
2018-12-15 13:35:45,025 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables26.doc to pdf starting
2018-12-15 13:35:56,601 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 29.docx to pdf starting
2018-12-15 13:35:56,601 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables29.docx to pdf starting
2018-12-15 13:36:12,177 | INFO     | csvgenerator.py-mainPDF-0410 | Starting the appication
2018-12-15 13:36:12,244 | INFO     | csvgenerator.py-documentType-0351 | Get the document type
2018-12-15 13:36:12,244 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:36:12,257 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:36:12,267 | INFO     | csvgenerator.py-convertPDFToText-0304 | Converting PDF to text
2018-12-15 13:36:12,302 | INFO     | csvgenerator.py-convertPDFToImage-0295 | Converting PDF to image
2018-12-15 13:36:12,500 | INFO     | csvgenerator.py-imagePreProcess-0266 | Pre-process the image
2018-12-15 13:36:12,521 | INFO     | csvgenerator.py-imageContoursProcessing-0196 | Processing the image contours
2018-12-15 13:36:12,522 | INFO     | csvgenerator.py-extractTableCoordinates_Grid-0170 | Extracting table coordinates
2018-12-15 13:36:16,214 | INFO     | csvgenerator.py-convertToCV-0061 | Applying camelot to save pdf to csv format
2018-12-15 13:36:21,459 | INFO     | csvgenerator.py-findIndex-0042 | Mapping the image points and pdf points
2018-12-15 13:36:28,569 | INFO     | csvgenerator.py-findIndex-0042 | Mapping the image points and pdf points
2018-12-15 13:37:10,909 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 26.doc to pdf starting
2018-12-15 13:37:10,909 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables26.doc to pdf starting
2018-12-15 13:37:22,671 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 29.docx to pdf starting
2018-12-15 13:37:22,671 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables29.docx to pdf starting
2018-12-15 13:37:36,622 | INFO     | csvgenerator.py-mainPDF-0410 | Starting the appication
2018-12-15 13:37:36,639 | INFO     | csvgenerator.py-documentType-0351 | Get the document type
2018-12-15 13:37:36,640 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:37:36,644 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:37:36,649 | INFO     | csvgenerator.py-convertPDFToText-0304 | Converting PDF to text
2018-12-15 13:37:36,659 | INFO     | csvgenerator.py-convertPDFToImage-0295 | Converting PDF to image
2018-12-15 13:37:36,835 | INFO     | csvgenerator.py-imagePreProcess-0266 | Pre-process the image
2018-12-15 13:37:36,859 | INFO     | csvgenerator.py-imageContoursProcessing-0196 | Processing the image contours
2018-12-15 13:37:36,859 | INFO     | csvgenerator.py-extractTableCoordinates_Grid-0170 | Extracting table coordinates
2018-12-15 13:37:36,860 | INFO     | csvgenerator.py-convertToCV-0061 | Applying camelot to save pdf to csv format
2018-12-15 13:37:36,861 | INFO     | csvgenerator.py-findIndex-0042 | Mapping the image points and pdf points
2018-12-15 13:37:36,861 | INFO     | csvgenerator.py-findIndex-0042 | Mapping the image points and pdf points
2018-12-15 13:37:36,862 | INFO     | csvgenerator.py-findIndex-0042 | Mapping the image points and pdf points
2018-12-15 13:37:36,862 | INFO     | csvgenerator.py-findIndex-0042 | Mapping the image points and pdf points
2018-12-15 13:37:37,349 | INFO     | csvgenerator.py-convertToCV-0084 | PDF is converted to csv successfully
2018-12-15 13:38:49,805 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 26.doc to pdf starting
2018-12-15 13:38:49,806 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables26.doc to pdf starting
2018-12-15 13:39:02,712 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 29.docx to pdf starting
2018-12-15 13:39:02,712 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables29.docx to pdf starting
2018-12-15 13:39:32,845 | INFO     | csvgenerator.py-mainPDF-0410 | Starting the appication
2018-12-15 13:39:32,908 | INFO     | csvgenerator.py-documentType-0351 | Get the document type
2018-12-15 13:39:32,909 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:39:32,920 | INFO     | csvgenerator.py-splitPDF-0339 | Splitting the PDF into single page PDF
2018-12-15 13:39:32,929 | INFO     | csvgenerator.py-convertPDFToText-0304 | Converting PDF to text
2018-12-15 13:39:32,965 | INFO     | csvgenerator.py-convertPDFToImage-0295 | Converting PDF to image
2018-12-15 13:39:33,168 | INFO     | csvgenerator.py-imagePreProcess-0266 | Pre-process the image
2018-12-15 13:39:33,189 | INFO     | csvgenerator.py-imageContoursProcessing-0196 | Processing the image contours
2018-12-15 13:39:33,190 | INFO     | csvgenerator.py-extractTableCoordinates_Grid-0170 | Extracting table coordinates
2018-12-15 13:39:34,158 | INFO     | csvgenerator.py-convertToCV-0061 | Applying camelot to save pdf to csv format
2018-12-15 13:39:34,160 | INFO     | csvgenerator.py-findIndex-0042 | Mapping the image points and pdf points
2018-12-15 13:39:34,164 | INFO     | csvgenerator.py-findIndex-0042 | Mapping the image points and pdf points
2018-12-15 13:39:34,165 | INFO     | csvgenerator.py-findIndex-0042 | Mapping the image points and pdf points
2018-12-15 13:39:34,167 | INFO     | csvgenerator.py-findIndex-0042 | Mapping the image points and pdf points
2018-12-15 13:39:35,964 | INFO     | csvgenerator.py-convertToCV-0084 | PDF is converted to csv successfully
2018-12-15 13:48:43,574 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 26.doc to pdf starting
2018-12-15 13:48:43,574 | INFO     | image_to_pdf.py-FileConversion-0061 | conversion of word /home/impadmin/Downloads/table_ocr/inputfiles/tables26.doc to pdf starting
2018-12-15 13:48:55,273 | INFO     | image_to_pdf.py-FileConversion-0060 | conversion of word 29.docx to pdf starting
